Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Approved LMIAs,Approved Positions,NOC Code
Quebec,Low Wage,Centre Intégré De Santé Et De Services Sociaux De La Gaspésie (Cisss Gaspésie),"Gaspé,  QC G4X 2W2","Nurse aides, orderlies and patient service associates",Unknown,1,1,3413
Quebec,Low Wage,Centre Intégré De Santé Et De Services Sociaux Du Bas-Saint-Laurent,"Rimouski,  QC G5L 3N2","Nurse aides, orderlies and patient service associates",Unknown,16,16,3413
Quebec,Low Wage,Centre Intégré De Santé Et Services Sociaux De L'Abitibi-Témiscamingue,"Rouyn-Noranda,  QC J9X 2A9","Nurse aides, orderlies and patient service associates",Unknown,4,4,3413
Quebec,Low Wage,Centre Intégré De Santé Et Services Sociaux Des Laurentides,"Saint-Jérôme,  QC J7Z 5T3","Nurse aides, orderlies and patient service associates",Unknown,1,1,3413
Quebec,Low Wage,Centre Intégré Universitaire De Santé Et Service Sociaux De La Capitale-Nationale,"Québec,  QC G1C 3S2","Nurse aides, orderlies and patient service associates",Unknown,14,15,3413
Quebec,Low Wage,Centre Intégré Universitaire De Santé Et Services Sociaux De L'Estrie - Centre Hospitalier Universit,"Sherbrooke,  QC J1G 1B1","Nurse aides, orderlies and patient service associates",Unknown,1,1,3413
Quebec,Low Wage,Centre Investigation Securite Canada Inc.,"Montreal,  QC H2N 1Z2","Supervisors, general office and administrative support workers",Unknown,1,1,1211
Quebec,Low Wage,Centre Investigation Securite Canada Inc.,"Montreal,  QC H2N 1Z2",Administrative assistants,Unknown,1,1,1241
Quebec,Low Wage,Centre Jardin Nature Plus Inc.,"Scott,  QC G0S 3G0",Cooks,Unknown,1,1,6322
Quebec,Low Wage,Centre Père Sablon,"Montréal,  QC H2H 1T3","Recreation, sports and fitness policy researchers, consultants and program officers",Unknown,1,1,4167
Quebec,Low Wage,Centre R.I.R.E. 2000,"Québec,  QC G1K 6E9",Administrative assistants,Unknown,1,1,1241
Quebec,Low Wage,Centre Régional De Santé Et De Services Sociaux De La Baie-James,"Chibougamau,  QC G8P 1N5","Nurse aides, orderlies and patient service associates",Unknown,1,1,3413
Quebec,Low Wage,Centre Servicole Ltée,"Wickham,  QC J0C  1S","Automotive service technicians, truck and bus mechanics and mechanical repairers",Corporation,1,1,7321
Quebec,Low Wage,Centre Vu Lebel Et Des Roches Inc.,"Montreal,  QC H1M 3M1",Administrative assistants,Unknown,1,1,1241
Quebec,Low Wage,Centre-Collision Rdp Inc.,"Montreal,  QC H1E 1P8",Motor vehicle body repairers,Unknown,1,4,7322
Quebec,Low Wage,Chad Communications Inc,"Longueuil,  QC J4H 1H3",Administrative assistants,Unknown,1,1,1241
Quebec,Low Wage,Chaptec Inc.,"Montréal-Est,  QC H1B 5M2",Chemical engineers,Unknown,1,1,2134
Quebec,Low Wage,Charcuterie Charlevoisienne,"St-Urbain,  QC G0A 4K0","Process control and machine operators, food, beverage and associated products processing",Corporation,1,1,9461
Quebec,Low Wage,Charcuterie La Bicoise Inc,"Rimouski,  QC G0L 1B0","Labourers in food, beverage and associated products processing",Unknown,1,3,9617
Quebec,Low Wage,Charles River Laboratories,"Senneville,  QC H9X 3R3",Animal health technologists and veterinary technicians,Unknown,1,1,3213
Quebec,Low Wage,Charpentes D'Acier Sofab Inc.,"Boucherville,  QC J4B 6H5",Machinists and machining and tooling inspectors,Unknown,1,1,7231
Quebec,Low Wage,Château Des Petits Trésors De Repentigny,"Repentigny,  QC J6A  2T",Early childhood educators and assistants,Corporation,1,4,4214
Quebec,Low Wage,Château M.T. Inc.,"Mont-Tremblant,  QC J8E 1E1",Cooks,Unknown,1,3,6322
Quebec,Low Wage,Château M.T. Inc.,"Mont-Tremblant,  QC J8E 1E1",Hotel front desk clerks,Unknown,1,1,6525
Quebec,Low Wage,Chaussures Omar Inc.,"Vaudreuil-Dorion,  QC J7V 8W5",Retail sales supervisors,Unknown,1,1,6211
Quebec,Low Wage,Chenail Fruits Et Légumes Inc,"Montréal,  QC H2P 1G5","Labourers in food, beverage and associated products processing",Unknown,1,8,9617
Quebec,Low Wage,Chery Industrial Canada Corp.,"Notre-Dame-De-L'Île-Perrot,  QC J7W 1M3",Technical sales specialists - wholesale trade,Unknown,1,1,6221
Quebec,Low Wage,Chester Technologies Inc.,"La Prairie,  QC J5R 6L3",Landscaping and grounds maintenance labourers,Corporation,1,2,8612
Quebec,Low Wage,Chez Freddy Pizzeria Inc.,"Sherbrooke,  QC J1G 3L2",Cooks,Unknown,1,1,6322
Quebec,Low Wage,Chez Rioux Et Pettigrew,"Québec,  QC G1K 3W1",Cooks,Corporation,1,1,6322
Quebec,Low Wage,Chezchili,"Montréal,  QC H2Z 1K2",Cooks,Corporation,1,4,6322
Quebec,Low Wage,Cif Métal Ltée,"Thetford Mines,  QC G6G 8B2",Machining tool operators,Unknown,1,1,9417
Quebec,Low Wage,Cis Telecom Inc,"Potton,  QC J0E 1X0",Administrative officers,Corporation,1,1,1221
Quebec,Low Wage,Cisss De Chaudière-Appalaches,"Sainte-Marie,  QC G6E 3E2","Nurse aides, orderlies and patient service associates",Unknown,2,4,3413
Quebec,Low Wage,Cisss De La Montérégie-Centre,"Greenfield Park,  QC J4V 2H1","Nurse aides, orderlies and patient service associates",Unknown,1,1,3413
Quebec,Low Wage,Cisss De Lanaudière,"St-Charles-Borromée,  QC J6E 6J2","Nurse aides, orderlies and patient service associates",Non-Profit Organization,1,2,3413
Quebec,Low Wage,Cisss De Laval,"Laval,  QC H7M 3L9","Nurse aides, orderlies and patient service associates",Non-Profit Organization,1,1,3413
Quebec,Low Wage,Ciusss De L'Est-De-L'Île-De-Montréal,"Montréal,  QC H1T 2M4","Nurse aides, orderlies and patient service associates",Non-Profit Organization,2,8,3413
Quebec,Low Wage,Claude Joyal Inc.,"Saint-Guillaume,  QC J0C  1L",Heavy-duty equipment mechanics,Corporation,1,1,7312
Quebec,Low Wage,Claude Joyal Inc.,"Saint-Guillaume,  QC J0C  1L",Mechanical assemblers and inspectors,Corporation,1,1,9526
Quebec,Low Wage,Cld Construction 2007 Inc.,"Jonquière,  QC G7S 4S4",Specialized cleaners,Unknown,1,2,6732
Quebec,Low Wage,Clermond Hamel Ltee,"Saint-Ephrem,  QC G0M 1R0",Machinists and machining and tooling inspectors,Unknown,2,3,7231
Quebec,Low Wage,Clermond Hamel Ltee,"Saint-Ephrem,  QC G0M 1R0",Carpenters,Unknown,1,2,7271
Quebec,Low Wage,Clermond Hamel Ltee,"Saint-Ephrem,  QC G0M 1R0",Material handlers,Unknown,1,1,7452
Quebec,Low Wage,Clermond Hamel Ltee,"Saint-Ephrem,  QC G0M 1R0",Sawmill machine operators,Unknown,1,1,9431
Quebec,Low Wage,Clinique D'Auto London Inc.,"Longueuil,  QC J4L 2V1","Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1,7321
Quebec,Low Wage,Clinique Dentaire Marc Weizman,"Montreal,  QC H3V 1A6",Light duty cleaners,Unknown,1,1,6731
Quebec,Low Wage,Clinique St-Charles Inc.,"Longueuil,  QC J4H 2L6",Medical administrative assistants,Co-operative,1,1,1243
Quebec,Low Wage,"Clinique Vétérinaire Animo Santé, Inc.","Longueuil,  QC J4H 2X6",Light duty cleaners,Unknown,1,1,6731
Quebec,Low Wage,Clotures Et Rampes Db Inc.,"Granby,  QC J2J 0M4",Residential and commercial installers and servicers,Unknown,1,4,7441
Quebec,Low Wage,Club De Chasse À Courre De Montréal,"Lachute,  QC J8H 2C5",Pet groomers and animal care workers,Unknown,1,1,6563
Quebec,Low Wage,Club De Golf Le Ricochet (Chicoutimi) Inc,"Chicoutimi,  QC G7H 7T9",Landscaping and grounds maintenance labourers,Unknown,1,3,8612
Quebec,Low Wage,Club De Golf Montcalm,"St-Liguori,  QC J0K 2X0",Cooks,Unknown,1,3,6322
Quebec,Low Wage,Club De Golf Rawdon Inc.,"Rawdon,  QC J0K 1S0",Hotel front desk clerks,Unknown,1,1,6525
Quebec,Low Wage,Club De Golf Royal Charbourg Inc,"Québec,  QC G2N 2G3",Landscaping and grounds maintenance labourers,Corporation,1,1,8612
Quebec,Low Wage,Club Piscine,"Val D'Or,  QC J9P 7A9",Residential and commercial installers and servicers,Corporation,1,1,7441
Quebec,Low Wage,Co7 Tecnologies Inc,"Lachine,  QC H8T 1C3","Electronics assemblers, fabricators, inspectors and testers",Unknown,1,1,9523
Quebec,Low Wage,Cobrex Inc.,"Laval,  QC H7L 5B9","Automotive service technicians, truck and bus mechanics and mechanical repairers",Corporation,1,3,7321
Quebec,Low Wage,Code101 Inc,"Quebec,  QC G1E 7C8",Administrative assistants,Unknown,1,1,1241
Quebec,Low Wage,Cofor,"Sacré-Coeur,  QC G0T 1Y0","Labourers in wood, pulp and paper processing",Unknown,1,2,9614
Quebec,Low Wage,Coiffure Prestance,"Montréal,  QC H1N 1L9",Hairstylists and barbers,Unknown,1,1,6341
Quebec,Low Wage,College Cumberland Inc,"Montréal,  QC H2V 4L5",Administrative officers,Unknown,1,1,1221
Quebec,Low Wage,Columbus Cafe,"Montréal,  QC H2V 2K7",Restaurant and food service managers,Corporation,1,1,0631
Quebec,Low Wage,Columbus Cafe,"Montréal,  QC H2V 2K7",Food service supervisors,Corporation,1,1,6311
Quebec,Low Wage,Commerce Ez Inc.,"Montreal,  QC H4C 2C7",Web designers and developers,Unknown,1,1,2175
Quebec,Low Wage,Commerce Lamine Abriche Inc,"Montréal,  QC H8T 2G9",Retail sales supervisors,Corporation,1,1,6211
Quebec,Low Wage,Commerce Lamine Abriche Inc,"Montréal,  QC H8T 2G9",Cashiers,Corporation,1,1,6611
Quebec,Low Wage,Communications Mingotwo Inc,"Montreal,  QC H2S 2E5","Professional occupations in advertising, marketing and public relations",Unknown,1,1,1123
Quebec,Low Wage,Compagnie Direct Vs Liquidation Inc.,"Lasalle,  QC H8N 2X2",Transport truck drivers,Unknown,1,1,7511
Quebec,Low Wage,Complexe Automobile Premier Choix Mtl Inc,"Pointe-Aux-Trembles,  QC H1B 1C4","Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1,7321
Quebec,Low Wage,Comptoir Agricole Ste-Anne Inc.,"Repentigny,  QC J5Z 4X5",Other trades helpers and labourers,Unknown,1,54,7612
Quebec,Low Wage,Conception Impack Dtci Inc.,"Saint-Jacques,  QC J0K 2R0",Machining tool operators,Corporation,1,2,9417
Quebec,Low Wage,Conception Plhp Inc.,"Montréal,  QC H8R 1S8",Landscaping and grounds maintenance labourers,Unknown,1,8,8612
Quebec,Low Wage,Concessions Caravane (1986) In,"St-Benoit-De-Labre,  QC G0M 1P0",Material handlers,Unknown,1,1,7452
Quebec,Low Wage,Confection C. Cliche,"St-Odilon,  QC G0S 3A0","Supervisors, textile, fabric, fur and leather products processing and manufacturing",Unknown,1,1,9217
Quebec,Low Wage,Confection Perséide 3D Inc,"Jonquière,  QC G7S  1B",Industrial sewing machine operators,Sole Proprietorship,1,1,9446
Quebec,Low Wage,Confections Carcajou Ltée,"Gatineau,  QC J9J 3N7","Tailors, dressmakers, furriers and milliners",Unknown,1,1,6342
Quebec,Low Wage,Confections Troy Canada Ltée.,"Weedon,  QC J0B 3J0",Industrial sewing machine operators,Unknown,1,1,9446
Quebec,Low Wage,Congelerie Heritier,"Normandin,  QC G8M 0B5","Labourers in food, beverage and associated products processing",Corporation,1,8,9617
Quebec,Low Wage,Construction Benoit Maltais Inc.,"Pointe-Aux-Outardes,  QC G0H 1M0",Construction trades helpers and labourers,Corporation,1,1,7611
Quebec,Low Wage,Construction Et Développement Boréal,"Alma,  QC G8C 0E1",Carpenters,Unknown,1,2,7271
Quebec,Low Wage,Construction Et Excavation J.S. Inc.,"Saint-Constant,  QC J5A 2B3",Administrative assistants,Corporation,1,1,1241
Quebec,Low Wage,Construction Garbarino Inc,"Westmount,  QC H3Z 1S8",Construction estimators,Unknown,1,1,2234
Quebec,Low Wage,Construction Ghislain Lavallée Inc,"Saint-Hyacinthe,  QC J2R 1H7",Residential and commercial installers and servicers,Unknown,1,5,7441
Quebec,Low Wage,Construction Mlsr Inc,"Montreal,  QC H1H 3X9",Carpenters,Unknown,1,1,7271
Quebec,Low Wage,Construction Pierre Bonenfant Inc,"Saint-Pacôme,  QC G0R 3X0",Material handlers,Unknown,1,1,7452
Quebec,Low Wage,Constructions Braxo Inc.,"Montréal,  QC H3B 2K4",Tilesetters,Corporation,1,1,7283
Quebec,Low Wage,Constructions Concreate Ltée,"St-Laurent,  QC H4S 1C1",Heavy-duty equipment mechanics,Unknown,1,1,7312
Quebec,Low Wage,Consultants F. Drapeau Inc.,"Saint-Mathieu-De-Beloeil,  QC J3G 0S4",Construction millwrights and industrial mechanics,Unknown,1,1,7311
Quebec,Low Wage,Convertex,"Princeville,  QC G6L 4M1",Upholsterers,Unknown,1,2,6345
Quebec,Low Wage,"Convivio, Coopérative","Quebec City,  QC G2C 0G7","Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1,6331
Quebec,Low Wage,"Convivio, Coopérative","Quebec City,  QC G2C 0G7",Bakers,Unknown,1,1,6332
Quebec,Low Wage,Convoyeur Continental & Usinage Ltée,"Thetford Mines,  QC G6G 3V8",Welders and related machine operators,Corporation,1,1,7237
Quebec,Low Wage,Convoyeur Continental & Usinage Ltée,"Thetford Mines,  QC G6G 3V8","Industrial painters, coaters and metal finishing process operators",Corporation,1,1,9536
Quebec,Low Wage,Coop Culture Cible,"Montréal,  QC H2T 1R2",Administrative assistants,Unknown,1,1,1241
Quebec,Low Wage,Coop Express,"Laval,  QC H7S 1Z3",Food service supervisors,Co-operative,2,2,6311
Quebec,Low Wage,Coop Express,"Laval,  QC H7S 1Z3",Cooks,Co-operative,1,1,6322
Quebec,Low Wage,Coopérative Agricole De St-Bernard,"St-Bernard,  Qc, QC G0S 2G0",Material handlers,Unknown,1,1,7452
Quebec,Low Wage,Coopérative De Services Rive-Sud,"Lévis,  QC G6C 1E2","Home support workers, housekeepers and related occupations",Unknown,1,11,4412
Quebec,Low Wage,Coopérative De Solidarité De Services À Domicile Du Royaume Du Saguenay,"Chicoutimi,  QC G7J 1A6","Nurse aides, orderlies and patient service associates",Unknown,1,3,3413
Quebec,Low Wage,Coopérative De Solidarité En Soutien À Domicile Aide Rive Sud Metropolitaine,"Longueuil,  QC J4J 1K1","Home support workers, housekeepers and related occupations",Unknown,1,3,4412
Quebec,Low Wage,Coopérative De Solidarité Les Petits Bâtisseurs,"Maskinongé,  QC J0K 1N0",Early childhood educators and assistants,Unknown,1,1,4214
Quebec,Low Wage,Coopérative Des Pêcheurs De Cap Dauphin,"Grosse-Île,  QC G4T 6A4",Labourers in fish and seafood processing,Co-operative,2,25,9618
Quebec,Low Wage,Coopérative Des Travailleurs Et Travailleuses Du Café Campus,"Montréal,  QC H2X 1B4",Graphic designers and illustrators,Unknown,1,1,5241
Quebec,Low Wage,Copper Branch,"Montreal,  QC H2B 2Z5",Cooks,Corporation,1,1,6322
Quebec,Low Wage,Coqcor Inc.,"Montreal,  QC H3H 2K5",Cooks,Unknown,1,1,6322
Quebec,Low Wage,Corporation Domaine Les Pèlerins,"St-André,  QC G0L 2H0","Nurse aides, orderlies and patient service associates",Unknown,1,1,3413
Quebec,Low Wage,Corporation Internationale Masonite,"Saint-Éphrem-De-Beauce,  QC G0M 1R0",Machinists and machining and tooling inspectors,Unknown,1,3,7231
Quebec,Low Wage,Corporation Internationale Masonite,"Saint-Éphrem-De-Beauce,  QC G0M 1R0",Cabinetmakers,Unknown,2,2,7272
Quebec,Low Wage,Corporation Internationale Masonite,"Saint-Éphrem-De-Beauce,  QC G0M 1R0",Painters and decorators (except interior decorators),Unknown,1,1,7294
Quebec,Low Wage,Corpuscule Danse,"Montréal,  QC H1X 2X2",Executive assistants,Unknown,1,1,1222
Quebec,Low Wage,Cossette Média,"Québec,  QC G1K 7R1",Administrative officers,Corporation,1,1,1221
Quebec,Low Wage,Côté Fleury Inc.,"Québec,  QC G1N 2C8",Storekeepers and partspersons,Unknown,1,1,1522
Quebec,Low Wage,Cpe Cartierville Inc.,"Montréal,  QC H4J 2C6",Early childhood educators and assistants,Unknown,1,3,4214
Quebec,Low Wage,Créations Aqua Terra Inc.,"Mont-Tremblant,  QC J8E 2R3",Landscaping and grounds maintenance labourers,Unknown,1,3,8612
Quebec,Low Wage,Crémazie Auto,"Mont-Royal,  QC H4P 1J3",Motor vehicle body repairers,Corporation,1,1,7322
Quebec,Low Wage,Croisières Aml Inc.,"Québec,  QC G1K 4A7",Cooks,Corporation,2,2,6322
Quebec,Low Wage,Croisières Aml Inc.,"Québec,  QC G1K 4A7",Food and beverage servers,Corporation,2,2,6513
Quebec,Low Wage,Crown Ring Inc.,"Saint-Laurent,  QC H4P 1A1",Production logistics co-ordinators,Unknown,1,1,1523
Quebec,Low Wage,Crp Cowansville Inc.,"Cowansville, , QC J2K 1J3","Nurse aides, orderlies and patient service associates",Unknown,1,1,3413
Quebec,Low Wage,Crustacés Baie-Trinité Inc.,"Baie-Trinité,  QC G0H 1A0",Fish and seafood plant workers,Unknown,1,75,9463
Quebec,Low Wage,Csh L'Oasis St. Jean Inc.,"Saint-Jean-Sur-Richelieu,  QC J3A 1T5","Nurse aides, orderlies and patient service associates",Unknown,1,1,3413
Quebec,Low Wage,Csh-Hcn Le (Wellesley) Lp,"Pointe-Claire,  QC H9R 5P5",Receptionists,Unknown,1,1,1414
Quebec,Low Wage,Ctma Traversier Ltée,"Cap-Aux-Meules,  QC G4T 1J3","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,6711
Quebec,Low Wage,Ctma Traversier Ltée,"Cap-Aux-Meules,  QC G4T 1J3",Light duty cleaners,Unknown,1,6,6731
Quebec,Low Wage,Cuisine De Manille Inc,"Montreal,  QC H3W 2R3",Cooks,Unknown,1,1,6322
Quebec,Low Wage,Cuisine Idéale Sherbrooke,"Sherbrooke,  QC J1K 2B2",Woodworking machine operators,Corporation,1,1,9437
Quebec,Low Wage,Cuisine Libanaise Zeitoun Inc.,"Québec,  QC G1L 5A7",Cooks,Unknown,1,1,6322
Quebec,Low Wage,Cuisines Laurier Inc.,"Laurier-Station,  QC G0S 1N0",Cabinetmakers,Unknown,1,1,7272
Quebec,Low Wage,Cuisines Mrs Inc.,"Victoriaville,  QC G6P 7H2",Administrative assistants,Unknown,1,1,1241
Quebec,Low Wage,Cuisines Mrs Inc.,"Victoriaville,  QC G6P 7H2",Cabinetmakers,Unknown,1,1,7272
Quebec,Low Wage,Cuisines Mrs Inc.,"Victoriaville,  QC G6P 7H2",Material handlers,Unknown,1,1,7452
Quebec,Low Wage,Cuisines Mrs Inc.,"Victoriaville,  QC G6P 7H2",Furniture finishers and refinishers,Unknown,1,2,9534
Quebec,Low Wage,Cuisines Sans Borne Inc.,"Montreal,  QC H1Z 0B5",Administrative assistants,Unknown,1,1,1241
Quebec,Low Wage,Cultures Gen V Inc.,"Ste-Clotilde,  QC J0L 1W0",Electrical mechanics,Unknown,1,1,7333
Quebec,Low Wage,Cyrell Amp Inc.,"Beloeil,  QC J3G 6S4",Welders and related machine operators,Unknown,1,1,7237
Quebec,Low Wage,Cyrell Amp Inc.,"Beloeil,  QC J3G 6S4",Metalworking and forging machine operators,Unknown,1,8,9416
Quebec,Low Wage,Cyrine Mondial Senc,"Montreal,  QC H1P 2T3",Administrative assistants,Unknown,1,1,1241
Quebec,Low Wage,Cyrine Mondial Senc,"Montreal,  QC H1P 2T3",Delivery and courier service drivers,Unknown,1,1,7514
Quebec,Low Wage,D&M Finition Inc.,"Québec,  QC G1B 2P5","Plasterers, drywall installers and finishers and lathers",Unknown,1,1,7284
Quebec,Low Wage,Daldongnae - Bbq Coréen,"Montreal,  QC H3H 1M1",Cooks,Corporation,1,1,6322
Quebec,Low Wage,Dalkotech Inc,"Sherbrooke,  QC J1N 0G2",Welders and related machine operators,Corporation,4,4,7237
Quebec,Low Wage,Damsar Inc.,"Montreal,  QC H2M 2S9",Food service supervisors,Unknown,6,6,6311
Quebec,Low Wage,Damsar Inc.,"Montreal,  QC H2M 2S9","Food counter attendants, kitchen helpers and related support occupations",Unknown,2,2,6711
Quebec,Low Wage,Damy&Pat Landscaping,"Mtl,  QC H4B 1V3",Material handlers,Unknown,1,3,7452
Quebec,Low Wage,Danela Location Inc.,"Sainte-Thérèse,  QC J7E 4S6",Delivery and courier service drivers,Unknown,1,1,7514
Quebec,Low Wage,Dans L'Univers De Cajo,"Québec,  QC G3Y 1Y2",Early childhood educators and assistants,Corporation,3,3,4214
Quebec,Low Wage,Dany Nguyen Inc.,"Montreal,  QC H4N 0C8",Administrative assistants,Unknown,1,1,1241
Quebec,Low Wage,David Veilleux Déneigement Et Entretien Paysager Inc.,"Sherbrooke,  QC J1H 0C5",Landscaping and grounds maintenance labourers,Unknown,1,4,8612
Quebec,Low Wage,Db Spécialité,"Saguenay,  QC G7J 4N1",Motor vehicle body repairers,Corporation,1,1,7322
Quebec,Low Wage,Decathlon Canada Inc,"Brossard,  QC J4W 2T5",Retail sales supervisors,Unknown,3,3,6211
Quebec,Low Wage,Delafontaine Inc.,"Sherbrooke,  QC J1L 1K4",Welders and related machine operators,Unknown,1,2,7237
Quebec,Low Wage,Délice Resto Lounge,"Lévis,  QC G6V 6C9",Chefs,Corporation,1,1,6321
Quebec,Low Wage,Délice Resto Lounge,"Lévis,  QC G6V 6C9",Cooks,Corporation,2,2,6322
Quebec,Low Wage,Délices D'Auteuil,"Laval,  QC H7K 2Z6",Bakers,Unknown,1,1,6332
Quebec,Low Wage,Delson Technologies Inc./Technologies Delson Inc.,"Westmount,  QC H3Y 2K7",Cabinetmakers,Unknown,1,1,7272
Quebec,Low Wage,Demers Manufacturiers D'Ambulances,"Beloeil,  QC J3G 4N5","Electronics assemblers, fabricators, inspectors and testers",Unknown,1,1,9523
Quebec,Low Wage,Demeter Veterinary Services,"Levis,  QC G7A 3S8","Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,2,8252
Quebec,Low Wage,Denis L Tremblay A. G. Inc.,"Québec,  QC G1N 4N5",Land survey technologists and technicians,Unknown,1,1,2254
Quebec,Low Wage,Derco Horticulture Inc.,"Drummondville,  QC J2C 3K1",Shippers and receivers,Unknown,1,2,1521
Quebec,Low Wage,Desossage Express Inc.,"Montréal Nord,  QC H1H 5M6",Electrical mechanics,Corporation,1,1,7333
Quebec,Low Wage,Desossage Express Inc.,"Montréal Nord,  QC H1H 5M6","Industrial butchers and meat cutters, poultry preparers and related workers",Corporation,1,1,9462
Quebec,Low Wage,Després Mécanique Mobile Inc.,"Sorel-Tracy,  QC J3R 0E1","Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2,7321
